,train_acc,train_loss,val_acc,val_loss
237,,0.45385217666625977,,
238,,0.3839193880558014,,
239,,0.47963038086891174,,
240,,0.630596399307251,,
241,,0.48708295822143555,,
242,,0.44596660137176514,,
243,,0.5147556662559509,,
244,,0.41957125067710876,,
245,,0.42933669686317444,,
246,,0.5353406667709351,,
247,0.8018623900672529,0.4302596454737616,0.7939958592132506,0.4606103617697954
248,,0.42024871706962585,,
249,,0.2736211121082306,,
250,,0.4318542778491974,,
251,,0.38879209756851196,,
252,,0.4017868638038635,,
253,,0.5049606561660767,,
254,,0.4245625436306,,
255,,0.5335494875907898,,
256,,0.35146358609199524,,
257,,0.3181212246417999,,
258,,0.45447859168052673,,
259,,0.43764883279800415,,
260,,0.39940527081489563,,
261,,0.45272931456565857,,
262,,0.32481980323791504,,
263,,0.33586499094963074,,
264,,0.41331562399864197,,
265,,0.5058907270431519,,
266,,0.3676248788833618,,
267,,0.32014206051826477,,
268,,0.34138667583465576,,
269,,0.3591068387031555,,
270,,0.41491085290908813,,
271,,0.311441570520401,,
272,,0.4298957288265228,,
273,,0.4068640470504761,,
274,,0.3846330940723419,,
275,,0.5248786807060242,,
276,,0.4666597843170166,,
277,,0.3333480954170227,,
278,,0.30457282066345215,,
279,,0.29645588994026184,,
280,,0.27506712079048157,,
281,,0.38822346925735474,,
282,,0.3164788484573364,,
283,,0.37870651483535767,,
284,,0.4321495294570923,,
285,,0.4230976402759552,,
286,,0.32602280378341675,,
287,,0.44409245252609253,,
288,,0.5549380779266357,,
289,,0.4367891550064087,,
290,,0.3098510801792145,,
291,,0.30050185322761536,,
292,,0.523410975933075,,
293,,0.3340749144554138,,
294,,0.29325488209724426,,
295,,0.337292343378067,,
296,,0.4317190945148468,,
297,,0.44815707206726074,,
298,,0.36553409695625305,,
299,,0.4738871157169342,,
300,,0.35938161611557007,,
301,,0.3567443788051605,,
302,,0.4205852448940277,,
303,,0.4744357764720917,,
304,,0.3156410753726959,,
305,,0.39152610301971436,,
306,,0.2808486819267273,,
307,,0.41708797216415405,,
308,,0.36545562744140625,,
309,0.826176927056389,0.3903277091315535,0.7929606625258799,0.4693070687353611
310,,0.31295421719551086,,
311,,0.2385183423757553,,
312,,0.25847139954566956,,
313,,0.2984984219074249,,
314,,0.3453310430049896,,
315,,0.4284420311450958,,
316,,0.2523161768913269,,
317,,0.4886647164821625,,
318,,0.3233754634857178,,
319,,0.3289516568183899,,
320,,0.35479459166526794,,
321,,0.33726373314857483,,
322,,0.32724452018737793,,
323,,0.3514036238193512,,
324,,0.3618866503238678,,
325,,0.25118008255958557,,
326,,0.217305988073349,,
327,,0.29146769642829895,,
328,,0.4764038920402527,,
329,,0.5582689046859741,,
330,,0.5085511803627014,,
331,,0.376985102891922,,
332,,0.31248536705970764,,
333,,0.38964444398880005,,
334,,0.26529428362846375,,
335,,0.40388453006744385,,
336,,0.3140014708042145,,
337,,0.3281797468662262,,
338,,0.4262102246284485,,
339,,0.39432984590530396,,
340,,0.4413066506385803,,
341,,0.31085363030433655,,
342,,0.4808253347873688,,
343,,0.3019237518310547,,
344,,0.37209153175354004,,
345,,0.31848180294036865,,
346,,0.30290693044662476,,
347,,0.34080031514167786,,
348,,0.33597826957702637,,
349,,0.4326375722885132,,
350,,0.30798715353012085,,
351,,0.29071205854415894,,
352,,0.3833153247833252,,
353,,0.4041995406150818,,
354,,0.324329674243927,,
355,,0.4357725977897644,,
356,,0.2714874744415283,,
357,,0.3487739562988281,,
358,,0.3391486406326294,,
359,,0.3240957260131836,,
360,,0.35206690430641174,,
361,,0.38210615515708923,,
362,,0.4320361614227295,,
363,,0.35744163393974304,,
364,,0.30074650049209595,,
365,,0.3511508107185364,,
366,,0.4553989768028259,,
367,,0.27610617876052856,,
368,,0.5582719445228577,,
369,,0.4010690748691559,,
370,,0.2378884255886078,,
371,0.8458354888773927,0.35564295165851467,0.803312629399586,0.45866562984883785
372,,0.35522177815437317,,
373,,0.2947024405002594,,
374,,0.2414054572582245,,
375,,0.34336408972740173,,
376,,0.2440585047006607,,
377,,0.3253845274448395,,
378,,0.2746543884277344,,
379,,0.3869269788265228,,
380,,0.4093344807624817,,
381,,0.37414035201072693,,
382,,0.31902289390563965,,
383,,0.3530299961566925,,
384,,0.3097827732563019,,
385,,0.28685328364372253,,
386,,0.4637965261936188,,
387,,0.3191954791545868,,
388,,0.32598719000816345,,
389,,0.4301884174346924,,
390,,0.26882851123809814,,
391,,0.34718117117881775,,
392,,0.34289345145225525,,
393,,0.39910373091697693,,
394,,0.31534644961357117,,
395,,0.3696977198123932,,
396,,0.27659618854522705,,
397,,0.29583078622817993,,
398,,0.26649126410484314,,
399,,0.22478795051574707,,
400,,0.2829487919807434,,
401,,0.18272483348846436,,
402,,0.36659637093544006,,
403,,0.28230369091033936,,
404,,0.2991427481174469,,
405,,0.2710822820663452,,
406,,0.357894629240036,,
407,,0.3814004063606262,,
408,,0.24303574860095978,,
409,,0.3528217673301697,,
410,,0.3175930082798004,,
411,,0.42194026708602905,,
412,,0.33554431796073914,,
413,,0.3098028898239136,,
414,,0.36513254046440125,,
415,,0.3537222743034363,,
416,,0.20130622386932373,,
417,,0.2771201729774475,,
418,,0.3026164770126343,,
419,,0.3892313241958618,,
420,,0.2819315791130066,,
421,,0.3507937490940094,,
422,,0.38500940799713135,,
423,,0.3344830870628357,,
424,,0.3006276488304138,,
425,,0.3639577627182007,,
426,,0.3677465617656708,,
427,,0.41084912419319153,,
428,,0.30181577801704407,,
429,,0.32714903354644775,,
430,,0.1993640661239624,,
431,,0.28347525000572205,,
432,,0.21015408635139465,,
433,0.8608380755302638,0.32090368329501545,0.7929606625258799,0.49035547487437725
434,,0.31214675307273865,,
435,,0.29201874136924744,,
436,,0.14598235487937927,,
437,,0.383525550365448,,
438,,0.24321183562278748,,
439,,0.3230683505535126,,
440,,0.25150638818740845,,
441,,0.3322496712207794,,
442,,0.3805084824562073,,
443,,0.22745062410831451,,
444,,0.24732434749603271,,
445,,0.31560665369033813,,
446,,0.2686784267425537,,
447,,0.2629220187664032,,
448,,0.24203011393547058,,
449,,0.28646716475486755,,
450,,0.3572898209095001,,
451,,0.269709974527359,,
452,,0.3080345690250397,,
453,,0.31193894147872925,,
454,,0.2886105477809906,,
455,,0.33084428310394287,,
456,,0.30128213763237,,
457,,0.37452101707458496,,
458,,0.49297434091567993,,
459,,0.26412874460220337,,
460,,0.20743317902088165,,
461,,0.13692519068717957,,
462,,0.18311657011508942,,
463,,0.33010610938072205,,
464,,0.4052712619304657,,
465,,0.34017038345336914,,
466,,0.29978564381599426,,
467,,0.22751466929912567,,
468,,0.3044894337654114,,
469,,0.2493608593940735,,
470,,0.35868290066719055,,
471,,0.25700464844703674,,
472,,0.24711507558822632,,
473,,0.2448466420173645,,
474,,0.28376293182373047,,
475,,0.2081306129693985,,
476,,0.3084932267665863,,
477,,0.27344557642936707,,
478,,0.35425060987472534,,
479,,0.307946115732193,,
480,,0.2597602605819702,,
481,,0.2995201051235199,,
482,,0.26412826776504517,,
483,,0.3177109360694885,,
484,,0.3464994728565216,,
485,,0.33443668484687805,,
486,,0.29098373651504517,,
487,,0.32922813296318054,,
488,,0.28841158747673035,,
489,,0.4024820923805237,,
490,,0.4135909080505371,,
491,,0.6191986203193665,,
492,,0.32868605852127075,,
493,,0.30608418583869934,,
494,,0.18388599157333374,,
495,0.8740300051733058,0.300434271087412,0.7867494824016563,0.5044425148516893
496,,0.29096922278404236,,
497,,0.25482091307640076,,
498,,0.29222720861434937,,
499,,0.27353301644325256,,
500,,0.24039198458194733,,
501,,0.315452516078949,,
502,,0.29590362310409546,,
503,,0.2620690166950226,,
504,,0.23914027214050293,,
505,,0.35121941566467285,,
506,,0.3262028396129608,,
507,,0.28036290407180786,,
508,,0.28452059626579285,,
509,,0.3555395305156708,,
510,,0.38498952984809875,,
511,,0.3432745337486267,,
512,,0.42050135135650635,,
513,,0.4361906945705414,,
514,,0.2738461494445801,,
515,,0.238255575299263,,
516,,0.11644858121871948,,
517,,0.25861820578575134,,
518,,0.25301289558410645,,
519,,0.23512449860572815,,
520,,0.21005070209503174,,
521,,0.3017359673976898,,
522,,0.2217298001050949,,
523,,0.28013351559638977,,
524,,0.31928953528404236,,
525,,0.21981990337371826,,
526,,0.3895719647407532,,
527,,0.2339816689491272,,
528,,0.21528616547584534,,
529,,0.2946639657020569,,
530,,0.2716275453567505,,
531,,0.26384925842285156,,
532,,0.3244871497154236,,
533,,0.23827213048934937,,
534,,0.2406170666217804,,
535,,0.2858763039112091,,
536,,0.2836344540119171,,
537,,0.33982592821121216,,
538,,0.35018348693847656,,
539,,0.3140055537223816,,
540,,0.3277682363986969,,
541,,0.250580370426178,,
542,,0.25960415601730347,,
543,,0.24482117593288422,,
544,,0.17592303454875946,,
545,,0.2701971232891083,,
546,,0.33549004793167114,,
547,,0.27746081352233887,,
548,,0.20994116365909576,,
549,,0.3652535080909729,,
550,,0.34760597348213196,,
551,,0.3092264235019684,,
552,,0.1412944197654724,,
553,,0.36568447947502136,,
554,,0.21334464848041534,,
555,,0.30412551760673523,,
556,,0.331106960773468,,
557,0.8760993274702534,0.28443746219892974,0.7857142857142858,0.49450585804879665
558,,0.3041715919971466,,
559,,0.2238345891237259,,
560,,0.3130261301994324,,
561,,0.23416319489479065,,
562,,0.2659239172935486,,
563,,0.28245267271995544,,
564,,0.22944174706935883,,
565,,0.324434369802475,,
566,,0.2746167778968811,,
567,,0.2588537931442261,,
568,,0.31680476665496826,,
569,,0.18788602948188782,,
570,,0.3025432527065277,,
571,,0.23352916538715363,,
572,,0.3698069155216217,,
573,,0.23972469568252563,,
574,,0.20555579662322998,,
575,,0.20833513140678406,,
576,,0.16655480861663818,,
577,,0.23442836105823517,,
578,,0.24207307398319244,,
579,,0.23000311851501465,,
580,,0.3960549831390381,,
581,,0.22361119091510773,,
582,,0.24919144809246063,,
583,,0.14475686848163605,,
584,,0.2724703252315521,,
585,,0.20900337398052216,,
586,,0.1914970874786377,,
587,,0.2481827586889267,,
588,,0.19602426886558533,,
589,,0.29356279969215393,,
590,,0.1648121029138565,,
591,,0.4521530568599701,,
592,,0.2436651587486267,,
593,,0.3931766748428345,,
594,,0.34320902824401855,,
595,,0.28635624051094055,,
596,,0.1654830127954483,,
597,,0.25775936245918274,,
598,,0.2678624093532562,,
599,,0.2545235753059387,,
600,,0.22769999504089355,,
601,,0.25675538182258606,,
602,,0.22186699509620667,,
603,,0.23485463857650757,,
604,,0.2557958662509918,,
605,,0.22426970303058624,,
606,,0.3442118763923645,,
607,,0.24681533873081207,,
608,,0.3420979678630829,,
609,,0.31641045212745667,,
610,,0.21204550564289093,,
611,,0.2837718725204468,,
612,,0.29866263270378113,,
613,,0.37645387649536133,,
614,,0.266524076461792,,
615,,0.22898751497268677,,
616,,0.2514380216598511,,
617,,0.360676646232605,,
618,,0.13951550424098969,,
619,0.892395240558717,0.262137270364605,0.7888198757763976,0.5022717993706465
